Full Name,Educational Qualification,Honorific/Title,Date of Birth,Date of Joining Service,Date of Arrival,Voted/Non-voted,Domicile,Station,Substantive Appointment,Subst. Date,Officiating Appointment,Off. Date
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,-,D.C.,22-07-1912
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,05-08-1912,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Pindigheb,"A.C., 3rd grade",26-10-1912,Dt. J.,10-06-1915
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,-,D.C.,31-08-1915
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,09-09-1914,D. and S. Judge,16-07-1914
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,"A.C., 3rd grade",-,D. and S. Judge,16-07-1914
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,09-09-1914,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,"A.C., 3rd grade",-,Asst. Postal Censor,19-01-1915
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,Do.,11-05-1916,Asstt. Censor,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,Asst. Postal Censor,01-11-1916,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,Asst. Postal Censor,19-11-1917,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,Asst. Postal Censor,21-12-1918,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Jullundur,"A.C., 2nd grade",24-04-1919,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Lahore,Do.,07-05-1919,Postal Censor,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ferozepore,"Do., 2nd grade",-,Joint D.C.,26-05-1919
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,D.C.,03-06-1919
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,D. and S. Judge,12-10-1919
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,"A.C., Time Scale",01-12-1919,Do.,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,D.C. in addition,16-06-1920
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ferozepore,"A.C., Time Scale",-,D. and S. Judge,26-07-1920
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ferozepore,Do.,-,D.C. in addition,27-10-1920
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,D. and S. Judge,11-11-1920
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ferozepore,"A.C., Time Scale",17-10-1921,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Jhelum,Do.,-,Addl. D. and S. Judge,04-11-1921
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Hoshiarpur,Do.,-,D. and S. Judge,01-03-1922
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Hoshiarpur,"A.C., Time Scale",-,D. and S. Judge,08-09-1923
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Hoshiarpur,D. and S. Judge,01-09-1924,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Lahore,D. and S. Judge,-,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",13-05-1925
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Sialkot,D. and S. Judge,26-01-1926,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Lahore,Do.,-,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",04-01-1926
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",04-10-1926,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,"Judge, High Court",04-06-1927
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Lahore,"Legal Remembrancer and Secy. to G.P., Legislative Dept.",11-07-1927,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,"Addl. Judge, High Court",12-11-1927
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,"Judge, High Court",13-04-1928
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,,,,,
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,,,,,
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,,,,,
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,,,,,
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,,,,,
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,,,,,
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,,,,,,,
